Año Censal,Entidad,Actividad económica,UE Unidades económicas,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),,,
2003,02 Baja California,"Subsector 512 Industria fílmica y del video, e industria del sonido",30,700,328.791,68.001,,,
2003,02 Baja California,Rama 5132 Edición de software,2,,,,,,
2003,02 Baja California,Subsector 516 Radio y televisión y provisión de contenido,46,799,345.097,101.762,,,
2003,02 Baja California,Subsector 517 Telecomunicaciones,31,1358,4036.023,1769.978,,,
2003,02 Baja California,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",7,1006,102.733,76.365,,,
2003,02 Baja California,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2003,02 Baja California,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,51,554,177.992,152.856,,,
2003,03 Baja California Sur,"Subsector 512 Industria fílmica y del video, e industria del sonido",7,,,,,,
2003,03 Baja California Sur,Subsector 516 Radio y televisión y provisión de contenido,17,87,7.013,-5.625,,,
2003,03 Baja California Sur,Subsector 517 Telecomunicaciones,14,275,299.246,119.691,,,
2003,03 Baja California Sur,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,03 Baja California Sur,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,6,,,,,,
2003,04 Campeche,"Subsector 512 Industria fílmica y del video, e industria del sonido",6,82,14.935,4.158,,,
2003,04 Campeche,Subsector 516 Radio y televisión y provisión de contenido,31,293,29.892,14.848,,,
2003,04 Campeche,Subsector 517 Telecomunicaciones,30,467,549.465,159.594,,,
2003,04 Campeche,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,4,14,1.374,0.298,,,
2003,04 Campeche,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,,,,,,
2003,05 Coahuila de Zaragoza,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",15,3523,466.19,301.769,,,
2003,05 Coahuila de Zaragoza,"Subsector 512 Industria fílmica y del video, e industria del sonido",42,436,132.102,22.856,,,
2003,05 Coahuila de Zaragoza,Rama 5132 Edición de software,1,,,,,,
2003,05 Coahuila de Zaragoza,Subsector 516 Radio y televisión y provisión de contenido,83,1007,237.846,73.755,,,
2003,05 Coahuila de Zaragoza,Subsector 517 Telecomunicaciones,45,1123,787.879,310.238,,,
2003,05 Coahuila de Zaragoza,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,05 Coahuila de Zaragoza,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2003,05 Coahuila de Zaragoza,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,36,188,57.784,36.126,,,
2003,06 Colima,"Subsector 512 Industria fílmica y del video, e industria del sonido",8,,,,,,
2003,06 Colima,Rama 5132 Edición de software,1,,,,,,
2003,06 Colima,Subsector 516 Radio y televisión y provisión de contenido,29,273,34.587,7.759,,,
2003,06 Colima,Subsector 517 Telecomunicaciones,15,312,231.319,94.106,,,
2003,06 Colima,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2003,06 Colima,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,6,17,2.228,1.024,,,
2003,07 Chiapas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2003,07 Chiapas,"Subsector 512 Industria fílmica y del video, e industria del sonido",21,260,73.808,-51.522,,,
2003,07 Chiapas,Rama 5132 Edición de software,1,,,,,,
2003,07 Chiapas,Subsector 516 Radio y televisión y provisión de contenido,62,525,121.775,26.497,,,
2003,07 Chiapas,Subsector 517 Telecomunicaciones,72,1145,1031.25,415.003,,,
2003,07 Chiapas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,6,0.298,0.105,,,
2003,07 Chiapas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2003,07 Chiapas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,11,47,7.416,4.997,,,
2003,08 Chihuahua,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",93,54665,23647.811,13581.92,,,
2003,08 Chihuahua,"Subsector 512 Industria fílmica y del video, e industria del sonido",33,376,192.969,32.751,,,
2003,08 Chihuahua,Rama 5132 Edición de software,2,,,,,,
2003,08 Chihuahua,Subsector 516 Radio y televisión y provisión de contenido,72,860,249.116,115.645,,,
2003,08 Chihuahua,Subsector 517 Telecomunicaciones,40,1241,2189.789,879.784,,,
2003,08 Chihuahua,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",15,,,,,,
2003,08 Chihuahua,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2003,08 Chihuahua,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,53,642,447.652,219.105,,,
2003,09 Ciudad de México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",121,6449,2702.03,1072.9,,,
2003,09 Ciudad de México,"Subsector 512 Industria fílmica y del video, e industria del sonido",327,15354,22068.601,13590.038,,,
2003,09 Ciudad de México,Rama 5132 Edición de software,59,1419,611.267,336.704,,,
2003,09 Ciudad de México,Subsector 516 Radio y televisión y provisión de contenido,116,12505,12201.089,5417.175,,,
2003,09 Ciudad de México,Subsector 517 Telecomunicaciones,161,82110,151661.945,99573.408,,,
2003,09 Ciudad de México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",74,4923,2318.285,760.37,,,
2003,09 Ciudad de México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,37,1657,1314.515,493.8,,,
2003,09 Ciudad de México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,506,15516,8000.835,3302.989,,,
2003,10 Durango,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,1795,649.178,414.292,,,
2003,10 Durango,"Subsector 512 Industria fílmica y del video, e industria del sonido",12,,,,,,
2003,10 Durango,Subsector 516 Radio y televisión y provisión de contenido,22,212,36.05,12.887,,,
2003,10 Durango,Subsector 517 Telecomunicaciones,16,351,284.853,148.714,,,
2003,10 Durango,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,10 Durango,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,14,,,,,,
2003,11 Guanajuato,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",7,55,16.412,8.77,,,
2003,11 Guanajuato,"Subsector 512 Industria fílmica y del video, e industria del sonido",37,461,194.89,7.251,,,
2003,11 Guanajuato,Rama 5132 Edición de software,2,,,,,,
2003,11 Guanajuato,Subsector 516 Radio y televisión y provisión de contenido,57,654,158.365,79.969,,,
2003,11 Guanajuato,Subsector 517 Telecomunicaciones,85,1399,1903.638,619.849,,,
2003,11 Guanajuato,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,37,3.576,1.452,,,
2003,11 Guanajuato,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,8,,,,,,
2003,11 Guanajuato,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,80,469,89.42,54.587,,,
2003,12 Guerrero,"Subsector 512 Industria fílmica y del video, e industria del sonido",27,161,69.529,21.715,,,
2003,12 Guerrero,Subsector 516 Radio y televisión y provisión de contenido,72,768,146.682,56.196,,,
2003,12 Guerrero,Subsector 517 Telecomunicaciones,40,702,673.391,320.325,,,
2003,12 Guerrero,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,20,5.372,2.521,,,
2003,12 Guerrero,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2003,12 Guerrero,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,12,,,,,,
2003,13 Hidalgo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2003,13 Hidalgo,"Subsector 512 Industria fílmica y del video, e industria del sonido",20,143,35.628,7.605,,,
2003,13 Hidalgo,Subsector 516 Radio y televisión y provisión de contenido,29,241,62.356,41.477,,,
2003,13 Hidalgo,Subsector 517 Telecomunicaciones,62,576,325.49,85.425,,,
2003,13 Hidalgo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2003,13 Hidalgo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,4,,,,,,
2003,13 Hidalgo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,13,29,2.889,0.627,,,
2003,14 Jalisco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",71,34685,46494.642,5740.348,,,
2003,14 Jalisco,"Subsector 512 Industria fílmica y del video, e industria del sonido",109,1494,716.022,198.037,,,
2003,14 Jalisco,Rama 5132 Edición de software,13,282,43.164,19.017,,,
2003,14 Jalisco,Subsector 516 Radio y televisión y provisión de contenido,83,1066,364.865,112.45,,,
2003,14 Jalisco,Subsector 517 Telecomunicaciones,158,2941,7199.076,3062.158,,,
2003,14 Jalisco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",17,167,20,15.017,,,
2003,14 Jalisco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,19,167,55.225,-18.311,,,
2003,14 Jalisco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,104,4061,184.178,101.787,,,
2003,15 México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",36,5698,4382.805,1004.97,,,
2003,15 México,"Subsector 512 Industria fílmica y del video, e industria del sonido",68,1723,1840.516,933.9,,,
2003,15 México,Rama 5132 Edición de software,2,,,,,,
2003,15 México,Subsector 516 Radio y televisión y provisión de contenido,54,660,265.488,106.173,,,
2003,15 México,Subsector 517 Telecomunicaciones,151,2544,3814.585,1234.085,,,
2003,15 México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",14,36,4.078,-0.855,,,
2003,15 México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,16,39,5.092,4.298,,,
2003,15 México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,91,663,127.682,76.435,,,
2003,16 Michoacán de Ocampo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,50,4.941,2.421,,,
2003,16 Michoacán de Ocampo,"Subsector 512 Industria fílmica y del video, e industria del sonido",44,876,112.517,-13.556,,,
2003,16 Michoacán de Ocampo,Subsector 516 Radio y televisión y provisión de contenido,103,1058,357.114,138.882,,,
2003,16 Michoacán de Ocampo,Subsector 517 Telecomunicaciones,101,900,1048.014,538.585,,,
2003,16 Michoacán de Ocampo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",8,19,2.698,0.884,,,
2003,16 Michoacán de Ocampo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2003,16 Michoacán de Ocampo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,35,85,6.773,3.306,,,
2003,17 Morelos,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",4,,,,,,
2003,17 Morelos,"Subsector 512 Industria fílmica y del video, e industria del sonido",14,,,,,,
2003,17 Morelos,Subsector 516 Radio y televisión y provisión de contenido,16,157,51.287,27.065,,,
2003,17 Morelos,Subsector 517 Telecomunicaciones,37,487,544.236,121.535,,,
2003,17 Morelos,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2003,17 Morelos,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,20,109,60.922,31.012,,,
2003,18 Nayarit,"Subsector 512 Industria fílmica y del video, e industria del sonido",4,,,,,,
2003,18 Nayarit,Subsector 516 Radio y televisión y provisión de contenido,19,167,28.043,13.549,,,
2003,18 Nayarit,Subsector 517 Telecomunicaciones,24,347,278.16,53.859,,,
2003,18 Nayarit,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,18 Nayarit,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,3,5,0.79,0.333,,,
2003,19 Nuevo León,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",62,11401,8906.583,2001.737,,,
2003,19 Nuevo León,"Subsector 512 Industria fílmica y del video, e industria del sonido",84,1394,587.435,138.462,,,
2003,19 Nuevo León,Rama 5132 Edición de software,14,143,31.537,17.674,,,
2003,19 Nuevo León,Subsector 516 Radio y televisión y provisión de contenido,56,1429,793.753,386.508,,,
2003,19 Nuevo León,Subsector 517 Telecomunicaciones,82,6900,14238.081,6534.338,,,
2003,19 Nuevo León,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",14,843,112.715,84.385,,,
2003,19 Nuevo León,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,13,,,,,,
2003,19 Nuevo León,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,194,2702,1890.713,564.808,,,
2003,20 Oaxaca,"Subsector 512 Industria fílmica y del video, e industria del sonido",24,313,25.92,19.791,,,
2003,20 Oaxaca,Rama 5132 Edición de software,1,,,,,,
2003,20 Oaxaca,Subsector 516 Radio y televisión y provisión de contenido,50,322,57.293,18.352,,,
2003,20 Oaxaca,Subsector 517 Telecomunicaciones,53,825,342.855,152.371,,,
2003,20 Oaxaca,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,20 Oaxaca,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,7,,,,,,
2003,20 Oaxaca,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,23,,,,,,
2003,21 Puebla,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",15,203,33.785,14.97,,,
2003,21 Puebla,"Subsector 512 Industria fílmica y del video, e industria del sonido",43,527,269.052,44.272,,,
2003,21 Puebla,Subsector 516 Radio y televisión y provisión de contenido,54,707,306.594,152.464,,,
2003,21 Puebla,Subsector 517 Telecomunicaciones,77,1266,3905.304,1977.653,,,
2003,21 Puebla,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",8,35,3.428,2.561,,,
2003,21 Puebla,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,11,,,,,,
2003,21 Puebla,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,58,1145,895.288,546.548,,,
2003,22 Querétaro,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",19,3634,3280.881,823.936,,,
2003,22 Querétaro,"Subsector 512 Industria fílmica y del video, e industria del sonido",15,213,118.625,17.159,,,
2003,22 Querétaro,Rama 5132 Edición de software,2,,,,,,
2003,22 Querétaro,Subsector 516 Radio y televisión y provisión de contenido,18,248,93.356,69.147,,,
2003,22 Querétaro,Subsector 517 Telecomunicaciones,30,936,2716.263,1175.06,,,
2003,22 Querétaro,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,,,,,,
2003,22 Querétaro,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,30,179,56.884,29.175,,,
2003,23 Quintana Roo,"Subsector 512 Industria fílmica y del video, e industria del sonido",12,259,120.205,30.081,,,
2003,23 Quintana Roo,Subsector 516 Radio y televisión y provisión de contenido,29,542,160.558,97.956,,,
2003,23 Quintana Roo,Subsector 517 Telecomunicaciones,16,467,1007.792,359.002,,,
2003,23 Quintana Roo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,12,1.929,1.232,,,
2003,23 Quintana Roo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,57,7.081,3.415,,,
2003,24 San Luis Potosí,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",8,738,94.431,60.298,,,
2003,24 San Luis Potosí,"Subsector 512 Industria fílmica y del video, e industria del sonido",22,,,,,,
2003,24 San Luis Potosí,Subsector 516 Radio y televisión y provisión de contenido,52,681,200.808,86.526,,,
2003,24 San Luis Potosí,Subsector 517 Telecomunicaciones,50,649,607.004,213.382,,,
2003,24 San Luis Potosí,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,24 San Luis Potosí,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,28,,,,,,
2003,24 San Luis Potosí,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,22,,,,,,
2003,25 Sinaloa,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",5,317,92.834,25.673,,,
2003,25 Sinaloa,"Subsector 512 Industria fílmica y del video, e industria del sonido",27,,,,,,
2003,25 Sinaloa,Subsector 516 Radio y televisión y provisión de contenido,40,585,184.548,80.836,,,
2003,25 Sinaloa,Subsector 517 Telecomunicaciones,28,1057,1041.729,487.193,,,
2003,25 Sinaloa,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2003,25 Sinaloa,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,112,,,,,,
2003,25 Sinaloa,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,24,152,18.973,9.505,,,
2003,26 Sonora,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",76,24857,5129.329,2900.446,,,
2003,26 Sonora,"Subsector 512 Industria fílmica y del video, e industria del sonido",16,248,151.787,17.986,,,
2003,26 Sonora,Rama 5132 Edición de software,1,,,,,,
2003,26 Sonora,Subsector 516 Radio y televisión y provisión de contenido,94,1168,285.683,193.718,,,
2003,26 Sonora,Subsector 517 Telecomunicaciones,42,1314,2939.149,1158.893,,,
2003,26 Sonora,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",10,1323,122.846,96.74,,,
2003,26 Sonora,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,45,121,12.39,6.784,,,
2003,26 Sonora,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,29,197,47.284,25.889,,,
2003,27 Tabasco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2003,27 Tabasco,"Subsector 512 Industria fílmica y del video, e industria del sonido",7,341,103.809,41.802,,,
2003,27 Tabasco,Rama 5132 Edición de software,1,,,,,,
2003,27 Tabasco,Subsector 516 Radio y televisión y provisión de contenido,31,329,92.487,45.669,,,
2003,27 Tabasco,Subsector 517 Telecomunicaciones,48,753,629.767,324.867,,,
2003,27 Tabasco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,14,27,1.309,0.626,,,
2003,27 Tabasco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,28,379,107.64,65.935,,,
2003,28 Tamaulipas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",59,35318,7011.14,5041.372,,,
2003,28 Tamaulipas,"Subsector 512 Industria fílmica y del video, e industria del sonido",45,570,200.528,24.273,,,
2003,28 Tamaulipas,Rama 5132 Edición de software,1,,,,,,
2003,28 Tamaulipas,Subsector 516 Radio y televisión y provisión de contenido,87,1170,355.573,123.107,,,
2003,28 Tamaulipas,Subsector 517 Telecomunicaciones,76,1620,1460.42,586.694,,,
2003,28 Tamaulipas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,1105,17.434,11.649,,,
2003,28 Tamaulipas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,53,124,21.507,11.153,,,
2003,28 Tamaulipas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,54,269,48.4,21.342,,,
2003,29 Tlaxcala,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2003,29 Tlaxcala,"Subsector 512 Industria fílmica y del video, e industria del sonido",10,57,3.876,1.435,,,
2003,29 Tlaxcala,Subsector 516 Radio y televisión y provisión de contenido,9,,,,,,
2003,29 Tlaxcala,Subsector 517 Telecomunicaciones,17,191,178.14,85.312,,,
2003,29 Tlaxcala,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2003,29 Tlaxcala,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,38,,,,,,
2003,29 Tlaxcala,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,6,,,,,,
2003,30 Veracruz de Ignacio de la Llave,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",5,21,1.448,0.408,,,
2003,30 Veracruz de Ignacio de la Llave,"Subsector 512 Industria fílmica y del video, e industria del sonido",51,550,243.192,47.635,,,
2003,30 Veracruz de Ignacio de la Llave,Subsector 516 Radio y televisión y provisión de contenido,112,1120,329.554,108.872,,,
2003,30 Veracruz de Ignacio de la Llave,Subsector 517 Telecomunicaciones,119,1745,1600.273,766.377,,,
2003,30 Veracruz de Ignacio de la Llave,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",11,321,45.277,11.1,,,
2003,30 Veracruz de Ignacio de la Llave,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,156,316,23.492,13.674,,,
2003,30 Veracruz de Ignacio de la Llave,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,58,272,37.693,20.911,,,
2003,31 Yucatán,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",6,487,104.072,38.507,,,
2003,31 Yucatán,"Subsector 512 Industria fílmica y del video, e industria del sonido",21,289,66.063,18.813,,,
2003,31 Yucatán,Rama 5132 Edición de software,1,,,,,,
2003,31 Yucatán,Subsector 516 Radio y televisión y provisión de contenido,31,441,97.867,58.525,,,
2003,31 Yucatán,Subsector 517 Telecomunicaciones,39,1111,3871.691,1628.425,,,
2003,31 Yucatán,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,296,4.212,2.357,,,
2003,31 Yucatán,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,77,179,11.885,3.111,,,
2003,31 Yucatán,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,30,166,30.413,22.199,,,
2003,32 Zacatecas,"Subsector 512 Industria fílmica y del video, e industria del sonido",16,,,,,,
2003,32 Zacatecas,Subsector 516 Radio y televisión y provisión de contenido,37,365,93.418,30.955,,,
2003,32 Zacatecas,Subsector 517 Telecomunicaciones,24,259,129.138,72.685,,,
2003,32 Zacatecas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2003,32 Zacatecas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,49,103,3.796,1.923,,,
2003,32 Zacatecas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,7,,,,,,
"Nota: para las celdas que aparecen vacías, se omitieron los datos absolutos de las variables económicas, con el fin de garantizar el principio de confidencialidad y reserva.",,,,,,,,,
