Empresa,Año,Activos_Millones,Capital_Accs_Millones,Ingresos_Millones,Ingreso_%_cambio_Año_Anterior,Utilidad_Millones,Utilidad_%_Ventas,Utilidad_%_Año_Anterior,Utilidad_%_Activos,Valor_Mercado_Millones,Cambio_%_Valor_Mercado,Empleados,Ventas_empleado,Resultados_Empleado,ROE,Rotación_Activos,Multiplicador_Capital,Industria,Vía de desarrollo
CIE Automotive,2012,2835.17312,443.48928,2106.496,-17.62435461,102.62912,4.872030139,-2.809210088,3.619853732,780,-4.87804878,16284,129359.8624,6302.451486,0.231412854,0.742986728,6.392878583,Autopartes,Neoliberal predominante
CIE Automotive,2013,3123.58746,559.86749,2341.199,11.14186782,79.933,3.414190763,-22.11469805,2.559012706,1310,67.94871795,19247,121639.6841,4153.010859,0.142771283,0.749522474,5.579154918,Autopartes,Neoliberal predominante
CIE Automotive,2014,4244.35186,747.21927,3083.80583,31.71908197,130.4863,4.231339688,63.24459235,3.074351616,1760,34.35114504,23517,131130.9193,5548.594634,0.174629196,0.72656696,5.680195935,Autopartes,Neoliberal predominante
CIE Automotive,2015,4525.17807,640.56879,3024.99864,-1.906967988,161.85465,5.350569348,24.0395735,3.576757588,2170,23.29545455,22812,132605.5865,7095.153866,0.252673331,0.66848168,7.064312437,Autopartes,Neoliberal predominante
CIE Automotive,2016,3629.86539,845.79447,3293.37222,8.871857873,211.12533,6.410612463,30.44131262,5.816340479,2520,16.12903226,26072,126318.3576,8097.780377,0.249617771,0.907298719,4.291663659,Autopartes,Neoliberal predominante
CIE Automotive,2017,4972.689,904.095,3155.286,-4.192851909,239.094,7.57756983,13.24742512,4.808143039,3720,47.61904762,22266,141708.7039,10738.07599,0.264456722,0.634523092,5.500184162,Autopartes,Neoliberal predominante
CIE Automotive,2018,4066.818,754.689,3362.745,6.57496658,440.448,13.09787094,84.21541318,10.8302855,3160,-15.05376344,23221,144814.8228,18967.65858,0.583615238,0.826873738,5.388733637,Autopartes,Neoliberal predominante
CIE Automotive,2019,5624.37,934.176,3841.821,14.24657534,319.125,8.306607726,-27.5453629,5.673968818,3040,-3.797468354,28124,136602.937,11347.07012,0.341611217,0.683066903,6.020674905,Autopartes,Neoliberal predominante
CIE Automotive,2020,5531.796,717.948,3199.575,-16.71722863,205.572,6.424978317,-35.5826087,3.7161891,3320,9.210526316,25196,126987.4186,8158.914113,0.286332715,0.578397143,7.705009276,Autopartes,Neoliberal predominante
CIE Automotive,2021,3402.261,1518.036,4043.73,26.38334779,296.37,7.329124348,44.16846652,8.71097191,3790,14.15662651,24472,165239.0487,12110.57535,0.195232524,1.188541973,2.241225505,Autopartes,Neoliberal predominante
CIE Automotive,2022,3396.378,1670.106,4753.797,17.55970354,333.333,7.011931725,12.47191011,9.814366952,3070,-18.99736148,24986,190258.4247,13340.79084,0.19958793,1.399666645,2.033630201,Autopartes,Neoliberal predominante
CIE Automotive,2023,3338.043478,1805.652174,4303.804348,-9.465962728,348.0434783,8.086879657,4.413147891,10.42657115,3400,10.74918567,24000,179325.1812,14501.81159,0.192752227,1.28931944,1.848663617,Autopartes,Neoliberal predominante
CIE Automotive,2024,3489.23913,2080.326087,4305,0.027781286,354.0217391,8.22350149,1.717676452,10.14610137,3160,-7.058823529,24000,179375,14750.9058,0.17017608,1.23379334,1.677255865,Autopartes,Neoliberal predominante
Continental,2011,33805.7019,9277.8019,42415.6019,23.0019,1727.2019,4.072090982,126.4019,5.109202895,12398.88716,-21.17681397,163788,258966.4805,10545.3507,0.18616499,1.254687805,3.643718875,Autopartes,Neoliberal predominante
Continental,2012,36036.8,11557.2,42070.2,-0.814327475,2420.5,5.753478709,40.1,6.716745105,23400.64466,88.73181401,169639,247998.3966,14268.53495,0.209436542,1.167423301,3.118125498,Autopartes,Neoliberal predominante
Continental,2013,36953.7,12415.6019,44249,5.178962781,2553,5.769621912,5.474075604,6.908645142,44420,89.82383028,177762,248922.7169,14361.89962,0.205628372,1.197417309,2.976392147,Autopartes,Neoliberal predominante
Continental,2014,36589.4,12912.4,45772.8,3.443693643,3150.9,6.883782508,23.41950646,8.611510437,41777.17013,-5.949639516,189168,241969.0434,16656.62268,0.244021251,1.250985258,2.833663765,Autopartes,Neoliberal predominante
Continental,2015,35666.1,13888.5,43519.1,-4.923666457,3025.4,6.95189009,-3.982988987,8.482564676,48077.31123,15.08034432,207899,209328.0872,14552.25855,0.217834899,1.220181068,2.568031105,Autopartes,Neoliberal predominante
Continental,2016,38151.1,15049.6,44841.5,3.038665781,3099.1,6.911231783,2.436041515,8.123225805,38348.02626,-20.23674936,220137,203698.1516,14078.0514,0.205925739,1.175365848,2.535024187,Autopartes,Neoliberal predominante
Continental,2017,46107.756,18570.942,50170.83,11.88481652,3475.062,6.92645906,12.13132845,7.536827427,53870,40.476591,235473,213064.0456,14757.79389,0.187123626,1.08812127,2.482790372,Autopartes,Neoliberal predominante
Continental,2018,46229.1,20403,52404.7,4.452527495,3419.3,6.52479644,-1.604633241,7.396423465,27564.40257,-48.83162693,243226,215456.8179,14058.11879,0.1675881,1.133586853,2.265799147,Autopartes,Neoliberal predominante
Continental,2019,47778.5,17279.7,49782.8,-5.003177196,-1371.1,-2.754164089,-140.0988506,-2.869700807,25626.74733,-7.029556447,241458,206175.8153,-5678.420264,-0.079347442,1.041949831,2.765007494,Autopartes,Neoliberal predominante
Continental,2020,48509,15006.7,42982.7,-13.65953703,-1096,-2.549863084,-20.06418204,-2.259374549,29890.91118,16.63950476,236386,181832.6804,-4636.484394,-0.073034045,0.88607681,3.232489488,Autopartes,Neoliberal predominante
Continental,2021,40751,13860.8,45162.6,5.071575308,1720.3,3.80912525,-256.9616788,4.221491497,21028.58535,-29.64889819,190875,236608.2515,9012.70465,0.124112605,1.108257466,2.940017892,Autopartes,Neoliberal predominante
Continental,2022,40467.8,14147.6,41448.7,-8.223397236,70,0.168883463,-95.93094228,0.172977034,11940.35719,-43.21844772,199038,208245.1592,351.6916368,0.004947836,1.024239025,2.860400351,Autopartes,Neoliberal predominante
Continental,2023,41035.86957,14865.21739,45560.99644,9.921412351,1256.521739,2.757889066,1695.031056,3.062008317,16990,42.29055075,202763,224700.7415,6196.99718,0.08452764,1.110272474,2.760529395,Autopartes,Neoliberal predominante
Continental,2024,40180.43478,15598.91304,43172.82609,-5.241699131,1269.565217,2.940658123,1.038062284,3.159660228,13500,-20.541495,190159,227035.4077,6676.335158,0.081388057,1.074473841,2.575848373,Autopartes,Neoliberal predominante
Delta Electronics,2011,6556.95,2641.22,5839.53,7.864788732,373.03,6.388014104,-25.07632361,5.689078001,5710,-51.40425532,68000,85875.44118,5485.735294,0.141233975,0.890586324,2.482545945,My/oS electrónicos,Asiática
Delta Electronics,2012,6174.17,2781.18,5799.96,-0.677623028,499.19,8.606783495,33.82033617,8.08513533,8880,55.51663748,68000,85293.52941,7341.029412,0.179488562,0.939391044,2.219982166,My/oS electrónicos,Asiática
Delta Electronics,2013,6628.45,3145.72,5947.36,2.541396837,597.11,10.03991687,19.61577756,9.008290023,13810,55.51801802,80000,74342,7463.875,0.18981664,0.897247471,2.107132866,My/oS electrónicos,Asiática
Delta Electronics,2014,7258.73,3389.13,6277.5,5.551034409,681.61,10.85798487,14.15149637,9.390210133,14980,8.472121651,80000,78468.75,8520.125,0.201116511,0.864820706,2.141767946,My/oS electrónicos,Asiática
Delta Electronics,2015,7093.74,3898.99,6378.21,1.604301075,586.71,9.198662321,-13.9229178,8.270813421,12620,-15.75433912,82024,77760.28967,7152.906466,0.150477431,0.899132193,1.819378865,My/oS electrónicos,Asiática
Delta Electronics,2016,7275.05,3840.4,6632.71,3.990147706,581.66,8.769567794,-0.860731878,7.99527151,12830,1.664025357,86101,77034.06465,6755.554523,0.151458181,0.911706449,1.894346943,My/oS electrónicos,Asiática
Delta Electronics,2017,8230.86,4092.02,7345.12,10.74085856,603.86,8.221240769,3.816662655,7.336535915,12500,-2.572096648,87366,84072.98034,6911.842135,0.147570149,0.892387916,2.011441782,My/oS electrónicos,Asiática
Delta Electronics,2018,8686.01,4319.91,7859.72,7.006012155,618.4,7.867964762,2.407842877,7.119494451,11000,-12,86101,91284.88635,7182.262691,0.14315113,0.904871166,2.010692352,My/oS electrónicos,Asiática
Delta Electronics,2019,10057.79,4532.15,8670.38,10.31410788,773.74,8.923945663,25.11966365,7.692942485,13080,18.90909091,80545,107646.4088,9606.307033,0.170722505,0.862056177,2.219209426,My/oS electrónicos,Asiática
Delta Electronics,2020,11373.87,4932.7,9554.58,10.19793827,925.83,9.689907877,19.65647375,8.139973465,24330,86.00917431,83804,114011.0257,11047.56336,0.187692339,0.840046528,2.305810205,My/oS electrónicos,Asiática
Delta Electronics,2021,13029.49,5523.75,11229.42,17.52918496,1017.03,9.056834636,9.850620524,7.805600987,25820,6.124126593,85593,131195.5417,11882.16326,0.184119484,0.861846473,2.358812401,My/oS electrónicos,Asiática
Delta Electronics,2022,14302.09,5668.46,12910.75,14.97254533,1242.26,9.621904227,22.14585607,8.685863395,24180,-6.351665376,85684,150678.6565,14498.15602,0.219152997,0.902717715,2.523099748,My/oS electrónicos,Asiática
Delta Electronics,2023,14907.884,6486.363,13067.139,1.211308406,1266.255,9.690376753,1.931560221,8.493861369,26550,9.801488834,81855,159637.6397,15469.48873,0.195218029,0.876525401,2.298342538,My/oS electrónicos,Asiática
Delta Electronics,2024,16223.813,7018.066,12485.739,-4.449328962,1232,9.867257357,-2.705221302,7.59377589,34190,28.77589454,81527,153148.5152,15111.55813,0.175546938,0.769593375,2.311721349,My/oS electrónicos,Asiática
Denso,2011,43846.6019,24890.8019,39953.7019,9.3019,1131.0019,2.830781245,-32.3001,2.579451659,22049.2872,-20.4284114,126036,317002.3001,8973.641658,0.045438548,0.911215469,1.761558429,Autopartes electrónicas,Asiática
